NOMREG;NOMDEP;FERME;ANNREOUV;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE
ILE-DE-FRANCE;PARIS;NON;;Institut du Monde Arabe;1, Rue des Fossés Saint-Bernard Place Mohammed V;;PARIS;www.imarabe.org;24/12,25/12,11/11;10-12:30,13:30-18
ILE-DE-FRANCE;PARIS;NON;;Musées des Arts Décoratifs;107, Rue de Rivoli;75001;PARIS;www.lesartsdecoratifs.fr/;;
ILE-DE-FRANCE;PARIS;NON;;Musée National Auguste Rodin;Hôtel Biron 77, rue de Varenne;75007;PARIS;www.musee-rodin.fr;01/11-01/04;9-12,14-17
ILE-DE-FRANCE;PARIS;NON;;Musée National Gustave Moreau;14, Rue de la Rochefoucauld;75009;PARIS;www.musee-moreau.fr;;sept-18
ILE-DE-FRANCE;PARIS;NON;;Musée de la Franc-Maçonnerie;16, Rue Cadet;75009;PARIS;www.museefm.org;;sept-18
ILE-DE-FRANCE;PARIS;NON;;Musée National de L'Orangerie des Tuileries;Jardin des Tuileries;75001;PARIS;www.musee-orangerie.fr;;13-18
ILE-DE-FRANCE;PARIS;NON;;Musée d'Art Moderne de la ville de Paris;11, Avenue du Pdt Wilson;75116;PARIS;www.mam.paris.fr;;
ILE-DE-FRANCE;PARIS;NON;;Musée d'Ennery;59, Avenue Foch;75116;PARIS;www.guimet.fr;24/12,25/12;
ILE-DE-FRANCE;PARIS;OUI;2015;M.U.C.E.M. - Musée des ATP;6, Avenue du Mahatma Gandhi;75116;PARIS;www.musee-europemediterranee.org;;9-12,14-17
ILE-DE-FRANCE;PARIS;NON;;Musée Bourdelle;16, Rue Antoine Bourdelle;75015;PARIS;www.bourdelle.paris.fr;;13-18
ILE-DE-FRANCE;PARIS;OUI;2018;Musée de l'Homme (Muséum National d'Histoire Naturelle);Place du Trocadéro;75116;PARIS;www.mnhn.fr;24/12,25/12;9-12,14-17
ILE-DE-FRANCE;PARIS;NON;;Etablissement Public du Musée des Arts Asiatiques Guimet;6, Place d'Iéna;75116;PARIS;www.museeguimet.fr;;10-12,14-18
ILE-DE-FRANCE;PARIS;NON;;Musée National des Techniques (Conservatoire National des Arts et Métiers);292, rue Saint-Martin;75141;PARIS cedex 03;www.arts-et-metiers.net;;sept-18
ILE-DE-FRANCE;PARIS;NON;;Musée National d'Art Moderne (Centre National d'Art et de Culture Georges Pompidou);Place Georges Pompidou;75191;PARIS Cedex 04;www.centrepompidou.fr;24/12,25/12;10-12:30,13:30-18
ILE-DE-FRANCE;PARIS;NON;;Musée du Service de Santé des Armées du Val-de-Grâce;1, Place Alphonse Laveran;75230;PARIS Cedex 05;www.valdegrace.org;;10-12,14-18
ILE-DE-FRANCE;PARIS;OUI;2017;Musée des Monnaies et des Médailles;11, Quai de Conti;75270;PARIS Cedex 06;www.monnaiedeparis.fr;01/11-01/04;10-12,14-18
ILE-DE-FRANCE;PARIS;NON;;Musée du Quai Branly;222, rue de l'Université;75343;PARIS cedex 07;www.quaibranly.fr;;9-12,14-17
ILE-DE-FRANCE;PARIS;NON;;L'Adresse Musée de la Poste;34, Boulevard de Vaugirard;75731;PARIS Cedex 15;www.museedelaposte.fr ou www.laposte.fr/musee;24/12,25/12;9-12,14-17
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Départemental de l'Ecole de Barbizon - Auberge Ganne;92, Grande Rue;77630;BARBIZON;"www.seine-et-marne.fr (rubrique ""loisirs/musées départementaux)";;10-12,14-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Municipal de Chelles Alfred Bonno;Place de la République;77500;CHELLES;www.chelles.fr/Culture/Musee-Alfred-Bonno;11/11,01/12-01/04;10-12,14-18
ILE-DE-FRANCE;SEINE ET MARNE;OUI;;Musée des Transports Urbains, Interurbains et Ruraux;1, Rue Gabriel de Mortillet;77500;CHELLES;www.amtuir.org;24/12,25/12,11/11;10-12,14-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Municipal des Capucins;Hôtel de Ville B.P. 171;77527;COULOMMIERS cedex;www.tourisme77.fr ou www.coulommiers.fr;11/11,01/12-01/04;9-12,14-17
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Maison Natale de Louis Braille;13, Rue Louis-Braille;77700;COUPVRAY;www.braillenet.org/louis_braille/maisnat.htm;11/11,01/12-01/04;9-12,14-17
ILE-DE-FRANCE;SEINE ET MARNE;OUI;;Musée Municipal;;77580;CRECY-LA-CHAPELLE;dgs@crecylachapelle.eu;;9-12,14-17
ILE-DE-FRANCE;SEINE ET MARNE;OUI;;Musée d'Art et d'Histoire Militaire;88, Rue St-Honoré;77300;FONTAINEBLEAU;;24/12,25/12;10-12,14-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée du Château de Fontainebleau;Château de Fontainebleau;77300;FONTAINEBLEAU;www.châteaudefontainebleau.fr;11/11,01/12-01/04;13-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Gatien Bonnet;8, Cour Pierre Herbin;77405;LAGNY-SUR-MARNE;Site de la ville;01/11-01/04;10-12,14-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Henri Chapu;937, Rue Chapu;77350;LE MEE-SUR-SEINE;Site de la ville;;10-12:30,13:30-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Bossuet;5, Place Charles de Gaulle;77100;MEAUX;site de la ville - www.ville-meaux.fr;11/11,01/12-01/04;9-12,14-17
ILE-DE-FRANCE;SEINE ET MARNE;OUI;;Musée de la Grande Guerre du Pays de Meaux;Rue Lazare Ponticelli;77100;MEAUX;www.museedelagrandeguerre.eu;01/11-01/04;13-18
ILE-DE-FRANCE;SEINE ET MARNE;OUI;2016;Musée de la Gendarmerie;Ecole des Officiers de la Gendarmerie Nationale 8, rue Emile Leclerc;77017;MELUN;www.servicehistorique.sga.defense.gouv.fr;24/12,25/12,11/11;sept-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée de Melun;5, Rue du Franc Mûrier;77008;MELUN Cedex;Site de la ville : www.ville-melun.fr;11/11,01/12-01/04;9-12,14-17
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Municipal;Place de Samois;77250;MORET-SUR-LOING;http://www.ville-moret-sur-loing.fr;24/12,25/12;9-12,14-17
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée Départemental de Préhistoire d'Île de France;48, Avenue Etienne Dailly;77140;NEMOURS;www.musee-prehistoire-idf.fr;;10-12,14-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Château-musée de Nemours;Rue Gautier 1er;77140;NEMOURS;Site de la ville - www.ville-nemours.fr;;13-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée de Provins et du Provinois;7, rue du Palais;77160;PROVINS;Site de la ville : www.mairie-provins.fr;;10-12,14-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée des Pays de Seine-et-Marne;17, Avenue de la Ferté-Sous-Jouarre;77750;SAINT-CYR-SUR-MORIN;"Site du conseil général - www.seine-et-marne.fr - rubrique ""loisirs""";01/11-01/04;13-18
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Ecomusée;Ferme de CouleOUIn Place Georges Henri Rivière;77176;SAVIGNY-LE-TEMPLE;Site de la ville www.savigny-le-temple.fr;01/11-01/04;
ILE-DE-FRANCE;SEINE ET MARNE;NON;;Musée départemental Stéphane Mallarmé;Pont de Valvins 4, Promenade Stéphane Mallarmé;77870;VULAINES-SUR-SEINE;"www.weine-et-marne.fr (rubrique ""loisirs/musées départementaux)";01/01,01/04,25/12;13-18
ILE-DE-FRANCE;SEINE SAINT-DENIS;NON;;Musée de l'Air et de l'Espace;Aéroport de Paris - Le Bourget BP 173;93352;LE BOURGET Cedex;www.museeairespace.fr;01/01,01/04,25/12;sept-18
ILE-DE-FRANCE;SEINE SAINT-DENIS;NON;;Musée Municipal;Avenue du Consul Général Nordling;93190;LIVRY-GARGAN;www.mairie-livrygargan.fr/rubrique culture loisirs;;9-12,14-17
ILE-DE-FRANCE;SEINE SAINT-DENIS;NON;;Musée de l'Histoire Vivante;31, Boulevard Théophile Sueur;93100;MONTREUIL-SOUS-BOIS;www.museehistoirevivante.com;;10-12,14-18
ILE-DE-FRANCE;SEINE SAINT-DENIS;NON;;Musée d'Art et d'Histoire;22 bis, rue Gabriel Péri;93200;SAINT-DENIS;www.musee-saint-denis.fr;;10-12,14-18
ILE-DE-FRANCE;SEINE SAINT-DENIS;OUI;;Musée Municipal;12, Rue Albert Dhalenne;93400;SAINT-OUEN;;01/11-01/04;10-12:30,13:30-18
ILE-DE-FRANCE;VAL D'OISE;OUI;;Musée du Vieil Argenteuil;5, rue Pierre-Guienne;95100;ARGENTEUIL;Site de la ville - www.argenteuil.fr/article.php3?id_article=529;24/12,25/12;sept-18
ILE-DE-FRANCE;VAL D'OISE;NON;;Musée de la Renaissance - Château d'Ecouen;Château;95440;ECOUEN;www.musee-renaissance.fr ou www.musee-château-ecouen.fr;11/11,01/12-01/04;10-12:30,13:30-18
ILE-DE-FRANCE;VAL D'OISE;NON;;Musée Archéologique du Val d'Oise;Place du Château;95450;GUIRY-EN-VEXIN;www.valdoise.fr/content/content15651.html;;
ILE-DE-FRANCE;VAL D'OISE;OUI;;Musée d'Art et d'Histoire Louis Senlecq;46, Grande Rue;95290;L'ISLE-ADAM;http://musee.ville-isle-adam.fr/index.html;24/12,25/12;sept-18
ILE-DE-FRANCE;VAL D'OISE;NON;;ARCHEA - Musée Intercommunal d'Histoire et d'Archéologie;56, Rue de Paris;95380;LOUVRES;www.archea-roissyportedefrance.fr;;
ILE-DE-FRANCE;VAL D'OISE;NON;;Musée jean-Jacques Rousseau;5, Rue Jean-Jacques Rousseau;95160;MONTMORENCY;/www.ville-montmorency.fr;24/12,25/12,11/11;sept-18
ILE-DE-FRANCE;VAL D'OISE;NON;;Musée Tavet Delacour;4, Rue Lemercier;95300;PONTOISE;Site de la ville - www.ville-Pontoise.fr;11/11,01/12-01/04;10-12,14-18
ILE-DE-FRANCE;VAL D'OISE;NON;;Musée Camille Pissarro;17, Rue du Château;95300;PONTOISE;www.ville-pontoise.fr;01/01,01/04,25/12;sept-18
ILE-DE-FRANCE;VAL DE MARNE;OUI;;Musée Adrien Mentienne;1, Grande Rue Charles de Gaulle;94360;BRY-SUR-MARNE;http://www.bry94.fr/bry/71.htm;11/11,01/12-01/04;9-12,14-17
ILE-DE-FRANCE;VAL DE MARNE;NON;;Musée de la Résistance Nationale;Parc Vercors 88, Avenue Marx Dormoy - B.P. 135 B.P. 135;94501;CHAMPIGNY-SUR-MARNE Cedex;www.musee-resistance.com;01/11-01/04;10-12,14-18
ILE-DE-FRANCE;VAL DE MARNE;NON;;Ecomusée du Val de Bièvre;Ferme de Cottinville 41, rue Maurice Ténine;94260;FRESNES;www.ecomusee-valdebievre.fr;24/12,25/12,11/11;13-18
ILE-DE-FRANCE;VAL DE MARNE;NON;;Musée de Saint-Maur - Villa Médicis;5, Rue Saint-Hilaire;94210;LA VARENNE-SAINT-HILAIRE;www.saint-maur.com/musee/musee.htm;;13-18
ILE-DE-FRANCE;VAL DE MARNE;NON;;Musée Fragonard;Ecole Nationale Vétérinaire d'Alfort 7, Avenue du Gal de Gaulle;94704;MAISONS-ALFORT Cedex;http://musee.vet-alfort.fr/;01/11-01/04;10-12,14-18
ILE-DE-FRANCE;VAL DE MARNE;NON;;Musée de Nogent-Sur-Marne;36, Boulevard Gallieni;94130;NOGENT-SUR-MARNE;www.musee-nogentsurmarne.fr;;10-12,14-18
ILE-DE-FRANCE;VAL DE MARNE;NON;;Musée Emile Jean;31, rue Louis-Lenoir;94350;VILLIERS-SUR-MARNE;www.mairie-villiers94.com/francais/vie_quoti/vie_quot_culture7.php;;sept-18
ILE-DE-FRANCE;VAL DE MARNE;NON;;Musée d'Art Contemporain du Val-de-Marne;Place de la Libération B.P. 147;94404;VITRY SUR SEINE Cedex;www.macval.fr;11/11,01/12-01/04;13-18
ILE-DE-FRANCE;YVELINES;NON;;Musée de la Batellerie;Château du Prieuré 3, Place Gévelot;78700;CONFLANS-SAINTE-HONORINE;www.mairie-conflans-sainte-honorine.fr;;9-12,14-17
ILE-DE-FRANCE;YVELINES;NON;;Musée de la Toile de Jouy;Château de l'Eglantine 54, rue Charles de Gaulle;78350;JOUY-EN-JOSAS;www.museedelatoiledejouy.fr;01/11-01/04;10-12,14-18
ILE-DE-FRANCE;YVELINES;NON;;Musée-Promenade de Marly-Le Roi /Louveciennes;La Grille Royale Parc de Marly;78430;LOUVECIENNES;www.musee-promenade.fr;;sept-18
ILE-DE-FRANCE;YVELINES;NON;;Musée National de Port Royal des Champs;Route des Granges;78114;MAGNY-LES-HAMEAUX;http://www.port-royal-des-champs.eu;;13-18
ILE-DE-FRANCE;YVELINES;NON;;Musée de l'Hôtel-Dieu;1, Rue Thiers;78200;MANTES-LA-JOLIE;http://musee.ville-mantes-la-jolie.com;;
ILE-DE-FRANCE;YVELINES;NON;;Musée Victor Aubert;24, rue Quincampoix;78580;MAULE;http://museeaubertmaule.free.fr;11/11,01/12-01/04;9-12,14-17
ILE-DE-FRANCE;YVELINES;OUI;2016;Musée Zola-Dreyfus;26, Rue Pasteur;78670;MEDAN;www.maisonzola-museedreyfus.com;;10-12,14-18
ILE-DE-FRANCE;YVELINES;NON;;Musée-Maison Maurice Ravel;5, Rue Maurice Ravel;78490;MONTFORT-L'AMAURY;www.ville-montfort-l-amaury.fr;;10-12,14-18
ILE-DE-FRANCE;YVELINES;NON;;Musée du Jouet Pierre Pinel;1, Enclos de l'Abbaye;78300;POISSY;site de la ville;01/01,01/04,25/12;10-12:30,13:30-18
ILE-DE-FRANCE;YVELINES;OUI;;Musée d'Art et d'Histoire;12, Rue Saint-Louis;78300;POISSY;Site de la ville;01/11-01/04;13-18
ILE-DE-FRANCE;YVELINES;NON;;Musée Rambolitrain;4, Place Jeanne d'Arc;78120;RAMBOUILLET;www.rambolitrain.fr;24/12,25/12,11/11;10-12,14-18
ILE-DE-FRANCE;YVELINES;OUI;;Musée Municipal - Collections Paul et André Véra;Espace Véra 2, Rue Henri IV;78100;SAINT-GERMAIN-EN-LAYE;Site de la ville;24/12,25/12,11/11;13-18
ILE-DE-FRANCE;YVELINES;NON;;Musée Départemental Maurice Denis;2 bis, Rue Maurice Denis B.P. 60222;78102;SAINT-GERMAIN-EN-LAYE Cedex;www.musee-mauricedenis.fr;24/12,25/12,11/11;10-12:30,13:30-18
ILE-DE-FRANCE;YVELINES;NON;;Musée d'Archéologie Nationale (des origines à l'an mille) - Château de st-Germain-en-Laye;Château Place Charles de Gaulle;78105;SAINT-GERMAIN-EN-LAYE Cedex;www.musee-antiquitesnationales.fr -www.musee-archeologienationale.fr;24/12,25/12;
ILE-DE-FRANCE;YVELINES;NON;;Musée de la Ville;B.P. 46;78185;SAINT-QUENTIN-YVELINES Cedex;www.museedelaville.agglo-sqy.fr;;9-12,14-17
ILE-DE-FRANCE;YVELINES;NON;;Collections de la Fondation de Coubertin;Domaine de Coubertin;78470;ST-REMY-LES-CHEVREUSE;www.coubertin.fr;;
ILE-DE-FRANCE;YVELINES;NON;;Musée Lambinet;54, Boulevard de la Reine;78000;VERSAILLES;www.musee-lambinet.com;24/12,25/12,11/11;10-12,14-18
ILE-DE-FRANCE;YVELINES;NON;;Etablissement Public du Musée et du Domaine National de Versailles;R.P. 834;78008;VERSAILLES Cedex;www.chateauversailles.fr;24/12,25/12;10-12,14-18
LANGUEDOC-ROUSSILLON;AUDE;NON;;"Musée Municipal ""Eburomagus Musée Archéologique""";2, Avenue du Razès;11150;BRAM;www.eburomagus.com;01/01,01/04,25/12;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;AUDE;NON;;Musée des Beaux-Arts;1, Rue de Verdun;11000;CARCASSONNE;Site de la ville;;
LANGUEDOC-ROUSSILLON;AUDE;NON;;Musée Archéologique du Lauragais;Rampe du Presidial B.P. 1100;11491;CASTELNAUDARY Cedex;http://www.ville-castelnaudary.fr;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;AUDE;OUI;;Musée Municipal;Mairie;11600;LASTOURS;;01/01,01/04,25/12;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;AUDE;NON;;Musée Petiet;Promenade du Tivoli B.P. 88;11304;LIMOUX Cedex;www.limoux.fr/fr/tourisme/musee_petiet.html;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;AUDE;NON;;Musée Archéologique;B.P. 823;11108;NARBONNE cedex;www.mairie-narbonne.fr;24/12,25/12,11/11;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;AUDE;NON;;Musée d'Art et d'Histoire;B.P. 823;11108;NARBONNE Cedex;www.mairie-narbonne.ff;11/11,01/12-01/04;9-12,14-17
LANGUEDOC-ROUSSILLON;AUDE;NON;;Musée Archéologique;Allée des Potiers;11590;SALLELES D'AUDE;http://culture.legrandnarbonne.com/421-amphoralis.html - www.amphoralis.com;;
LANGUEDOC-ROUSSILLON;AUDE;NON;;Musée des Corbières;Place de la Libération;11130;SIGEAN;www.sigean.fr - site de la ville;11/11,01/12-01/04;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée du Colombier;Rue Jean Mayodon;30100;ALES;site de la ville - www.ville-ales.fr;24/12,25/12,11/11;13-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée-Bibliothèque Pierre-André Benoît;Rue de Brouzen Pôle culturel de Rochebelle;30100;ALES;site de la ville - www.ville-ales.fr;24/12,25/12;sept-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Albert André;Hôtel de ville place Mallet;30200;BAGNOLS-SUR-CEZE;Site dela ville ou Site du conseil général;;sept-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Léon Alègre;24, avenue Paul Langevin;30200;BAGNOLS-SUR-CEZE;Site de la ville ou site du conseil général;01/01,01/04,25/12;9-12,14-17
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Municipal de la Vignasse;Mairie Rue de l'Hôtel de ville;30300;BEAUCAIRE;www.beaucaire.fr/spip.php?article65;;9-12,14-17
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Cévenol;1, Rue des Calquières;30120;LE VIGAN;www.museecevenol.com;;10-12,14-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Archéologique;13, Boulevard Amiral Courbet;30000;NIMES;www.nimes.fr/index.php?id=280;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée du Vieux Nîmes;Place aux Herbes;30000;NIMES;www.nimes.fr/index.php?id=283;;
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée des Cultures Taurines;6, Rue Alexandre Ducros;30000;NIMES;http://www.nimes.fr/index.php?id=282;24/12,25/12;9-12,14-17
LANGUEDOC-ROUSSILLON;GARD;NON;;Carré d'Art Musée d'Art Contemporain de Nîmes;Place de la Maison Carrée;30031;NIMES Cedex 1;www.carreartmusee.nimes.fr;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée d'Histoire Naturelle et de Préhistoire;13 Bis, Bd Amiral Courbet;30033;NIMES Cedex 9;site de la ville - www.nimes.fr;;13-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée des Beaux-Arts;Rue Cité Foulc;30033;NIMES Cedex 9;www.nimes.fr;11/11,01/12-01/04;13-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Paul Raymond;Place de l'Ancienne Mairie;30130;PONT-SAINT-ESPRIT;;;sept-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Départemental d'Art Sacré;Maison des Chevaliers 2, Rue Saint-Jacques;30130;PONT-SAINT-ESPRIT;Site du conseil général;24/12,25/12,11/11;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée de la Maison Romane;Place de la Maison Romane B.P. 77;30800;SAINT-GILLES-DU-GARD;Site de la ville - www.ville-saint-gilles.fr;01/11-01/04;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée des Vallées Cévenoles;B.P. 08;30270;SAINT-JEAN DU GARD;www.museedescevennes.com;;sept-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Municipal Georges Borias;Ancien Evêché BP 103;30701;UZES cedex;http://uzesmusee.blogspot.fr/ ou http://www.uzes-tourisme.com/sitefr/musees/borias.htm;01/01,01/04,25/12;sept-18
LANGUEDOC-ROUSSILLON;GARD;NON;;Musée Pierre de Luxembourg;3, Rue de la République;30400;VILLENEUVE-LES-AVIGNON;Site du conseil général;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Agathois;5 rue de la Fraternité;34300;AGDE;;24/12,25/12;13-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée du Biterrois;Rampe du 96ème caserne Saint Jacques;34500;BEZIERS;Site de la ville;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Muséum d'Histoire Naturelle;15 Place Pierre Semard;34500;BEZIERS;Site de la ville;01/01,01/04,25/12;9-12,14-17
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée des Beaux-Arts de Béziers;Place de la Révolution;34500;BEZIERS;www.ville-beziers.fr/culture/02.cfm;;10-12,14-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée de l'Etang de Thau;Quai du Port de Pêche;34140;BOUZIGUES;www.bouzigues.fr/musee/francais/bouzigues-musee.html;;9-12,14-17
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Municipal;4 bis, Rue Lucien Salette;34110;FRONTIGNAN-LA-PEYRADE;site de la ville - www.ville-frontignan.fr;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;HERAULT;OUI;;Musée de la Cloche et de la Sonnaille;Espace Campanaire André-Malraux;34600;HEREPIAN;;24/12,25/12;13-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Site Archéologique Lattara - Musée Henri Prades de Montpellier Agglomération;390, Avenue de Pérols;34970;LATTES Cédex;http://museearcheo.montpellier-agglo.com;;
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée de l'Ephèbe;Mas de La Clape;34300;LE CAP D'AGDE;Site créé en décembre 2012;24/12,25/12;sept-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Intercommunal du Pic Saint-Loup;1, Rue du Musée;34270;LES MATELLES;www.cc-picsaintloup.fr;;
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Fleury;Hôtel du Cardinal de Fleury Square Georges Auric;34700;LODEVE;www.museedelodeve.fr;01/01,01/04,25/12;9-12,14-17
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Archéologique;Place du Monument aux Morts;34210;MINERVE;;11/11,01/12-01/04;10-12,14-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée de l'Hôtel d'Espeyran;6, bis rue Montpelliéret;34000;MONTPELLIER;www.montpellier-agglo.com;;sept-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée du Vieux Montpellier;Hôtel de Varennes 2, Place Pétrarque;34000;MONTPELLIER;;;
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Fabre;13, rue Montpellieret;34000;MONTPELLIER;www.montpellier-agglo.com/museefabre;;
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Languedocien;Hôtel des Trésoriers de France 7, Rue Jacques-Cœur;34000;MONTPELLIER;www.musee-languedocien.com;;9-12,14-17
LANGUEDOC-ROUSSILLON;HERAULT;OUI;;Agropolis-Muséum;951, Avenue Agropolis;34394;MONTPELLIER Cedex 5;www.museum.agropolis.fr;11/11,01/12-01/04;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Municipal;Hôtel de ville Rue des Lavoirs;34570;MURVIEL-LES-MONTPELLIER;www.ville-murviel-les-montpellier.fr;;sept-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée de Vulliod Saint-Germain;3, Rue Albert-Paul Allies;34120;PEZENAS;Site de la ville;24/12,25/12,11/11;
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée de Préhistoire Régionale et du Mégalithisme;8, Grand'Rue;34220;SAINT-PONS-DE-THOMIERES;www.pays-saintponais.com;;10-12,14-18
LANGUEDOC-ROUSSILLON;HERAULT;NON;;Musée Paul Valéry;148, Rue François Desnoyer;34200;SETE;www.museepaulvalery-sete.fr;;
LANGUEDOC-ROUSSILLON;LOZERE;OUI;;Musée Ignon Fabre;3, Rue de l'Epine;48000;MENDE;;;
LANGUEDOC-ROUSSILLON;LOZERE;NON;;Ecomusée du Mont Lozère;Route de Finiels;48220;PONT DE MONTVERT;www.mescevennes.com/decouvertes/ecomusee_loz.htm;11/11,01/12-01/04;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;NON;;Musée départemental d'Art Moderne;8, Bd Maréchal Joffre B.P. 60413;66403;CERET Cedex;www.musee-ceret.com;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;NON;;Musée d'Art Moderne - Fonds Peskè;Villa Pams Route de Port-Vendres;66190;COLLIOURE;www.collioure.net/musee.asp;01/01,01/04,25/12;9-12,14-17
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;OUI;;Musée Archéologique de Ruscino;Château Roussillon;66000;PERPIGNAN;;24/12,25/12;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;NON;;Muséum d'Histoire Naturelle;12, Place Fontaine Neuve;66000;PERPIGNAN;www.mairie-perpignan.fr;24/12,25/12,11/11;13-18
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;NON;;Musée Joseph Puig;42, Avenue de Grande-Bretagne B.P. 931;66931;PERPIGNAN Cedex;Site de la mairie - www.mairie-perpignan.fr;;9-12,14-17
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;NON;;Musée Hyacinthe Rigaud;16, rue de l'Ange B.P. 931;66931;PERPIGNAN Cedex;Site de la mairie : www.mairie-perpignan.fr;24/12,25/12;10-12,14-18
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;NON;;Musée du Castillet Casa Pairal;Mairie de Perpignan B.P. 931;66931;PERPIGNAN Cedex;Site de la mairie - www.mairie-perpignan.fr;24/12,25/12,11/11;10-12,14-18
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;OUI;;Musée d'Archéologie Sous-Marine;Mairie;66660;PORT-VENDRES;;;10-12:30,13:30-18
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;OUI;;Musée de Cerdagne;Cal Mateu;66800;SAINTE-LEOCADIE;www.museedecerdagne.com;01/11-01/04;
LANGUEDOC-ROUSSILLON;PYRENEES ORIENTALES;NON;;Musée de Tautavel;Avenue Léon-Jean Grégory;66720;TAUTAVEL;www.450000ans.com ou www.cerptautavel.com;11/11,01/12-01/04;10-12:30,13:30-18
LIMOUSIN;CORREZE;NON;;Musée Labenche d'Art et d'Histoire;26 bis, boulevard Jules Ferry;19100;BRIVE-LA-GAILLARDE;www.musee-labenche.com ou www.brive.net;11/11,01/12-01/04;sept-18
LIMOUSIN;CORREZE;NON;;Musée du Président Jacques Chirac;;19800;SARRAN;www.museepresidentjchirac.fr;;
LIMOUSIN;CORREZE;NON;;Musée du Cloître de Tulle André Mazeyrie;Place Monseigneur Berteaud;19000;TULLE;www.museecloitre-tulle.com ou www.ville-tulle.fr;24/12,25/12;
LIMOUSIN;CORREZE;NON;;Musée de la Mémoire et des Industries Tullistes;1, Rue du 9 juin 1944;19000;TULLE;Site de la ville;;9-12,14-17
