NOMREG;NOMDEP;VILLE;NOM DU MUSEE;ADR;CP;ANNREOUV;FERME;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;;;;;;;;;;
cx;wx;qs;za;re;ds;df;NON;ds;ez;ds
LORRAINE;MOSELLE;VIC-SUR-SEILLE;Musee Departemental Georges de la Tour;HOtel de la Monnaie Rue Vignon;57630;;NON;www.cg57.fr/culture/1-8-delatour.asp;;
LORRAINE;VOSGES;EPINAL;Musee de l'Image;42 quai de Dogneville;88000;;NON;www.museedelimage.fr;24/12,25/12,11/11;
LORRAINE;VOSGES;EPINAL Cedex;Musee Departemental d'Art Ancien et Contemporain;1, Place Lagarde B.P. 436;88011;;NON;Site du conseil general - www.vosges.fr;;
LORRAINE;VOSGES;MIRECOURT CEDEX;Musee de la Lutherie;B.P. 189;88507;;NON;www.musee-lutherie-mirecourt.fr;;
LORRAINE;VOSGES;PLOMBIERES-LES-BAINS;Musee Louis Français;30, Avenue Louis Français;88370;;NON;site de la ville;01/11-01/04;
LORRAINE;VOSGES;REMIREMONT;Musee Charles de Bruyeres;70, Rue Charles de Gaulle;88200;;NON;www.remiremont.fr/culture/musees.php;;
LORRAINE;VOSGES;REMIREMONT;Musee Charles Friry;12, Rue du General Humbert;88200;;NON;www.remiremont.fr/culture/musees.php;24/12,25/12;
LORRAINE;VOSGES;SAINT-DIE-DES-VOSGES;Musee Pierre Noël - Musee de la Vie dans les Hautes-Vosges;11, rue Saint-Charles;88100;;NON;Site de la ville - www.ville-saintdie.fr;;
MARTINIQUE;MARTINIQUE;FORT-DE-FRANCE;Musee Departemental d'Archeologie Precolombienne et de Prehistoire de la Martinique;9, rue de la Liberte;97200;;NON;www.cg972.fr/mdap;01/01,01/04,25/12;
MARTINIQUE;MARTINIQUE;FORT-DE-FRANCE - MARTINIQUE-;Musee Regional d'Histoire et d'Ethnologie;10, Boulevard du General de Gaulle;97200;;NON;http://www.cr-martinique.fr/francais/institution/serv-region/musees/histoire_ethno.htm;;
MARTINIQUE;MARTINIQUE;FORT-DE-FRANCE TERRE-SAINVILLE Cedex;Museum d'Histoire Naturelle;B.P. 4030;97254;;OUI;;;
MARTINIQUE;MARTINIQUE;LES TROIS ILETS;Musee de La Canne;Quartier Vatable;97229;;NON;http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html;;
MARTINIQUE;MARTINIQUE;RIVIERE-PILOTE;Ecomusee de la Martinique;Anse Figuier;97211;;NON;/www.cr-martinique.fr/francais/institution/serv-region/musees/ecomusee.htm;01/01,01/04,25/12;
MARTINIQUE;MARTINIQUE;SAINT-PIERRE;Musee Volcanologique Franck Arnold Perret;Rue Victor Hugo;97250;;NON;http://www.saintpierre-martinique.fr;;
MIDI-PYRENEES;ARIEGE;FOIX;Musee Departemental de l'Ariege;Rue du Rocher;9000;;NON;www.sesta.fr ou www.ariege.com/chateaufoix/index.html;01/01,01/04,25/12;
MIDI-PYRENEES;ARIEGE;LAVELANET;Musee du Textile et du Peigne en Corne;65, Rue Jean Jaures;9300;;NON;www.paysdolmes.org - www.geocities.com/amtpc2000;01/11-01/04;
MIDI-PYRENEES;ARIEGE;LE MAS D'AZIL;Musee de la Prehistoire;Place de l'Eglise;9290;;NON;www.grotte-masdazil.com;;
MIDI-PYRENEES;ARIEGE;MONTGAILHARD;Musee de la Forge;Route de Paris;9330;;NON;www.sesta.fr;;
MIDI-PYRENEES;ARIEGE;MONTSEGUR;Musee d'Archeologie;32, Village;9300;;NON;Site de la ville : www.citaenet.com/montsegur;;
MIDI-PYRENEES;ARIEGE;SAINT-LIZIER;Musee du Palais des Evêques;Route de Montjoie;9190;;NON;Site du Service d'exploitation des sites touristiques de l'Ariege - www.sesta.fr ou www.grands-sites-ariege.fr;24/12,25/12,11/11;
MIDI-PYRENEES;AVEYRON;DECAZEVILLE;Musee Regional de Geologie Pierre Vetter;Avenue Paul Ramadier;12300;;NON;www.decazeville.fr ou www.musees-midi-pyrenees.fr;11/11,01/12-01/04;
MIDI-PYRENEES;AVEYRON;ESPALION;Musee Joseph Vaylet;Ancienne eglise St. Jean Baptiste 35, rue Droite;12500;;NON;www.tourisme-espalion.fr - http://www.museeduscaphandre.com;;
MIDI-PYRENEES;AVEYRON;ESPALION;Musee des Mœurs et Coutumes, Musee du Rouergue;Place Frontin;12500;;NON;www.aveyron-culture.com;;
MIDI-PYRENEES;AVEYRON;MILLAU;Musee Municipal de Millau;HOtel de Pegayolles Place du Marechal Foch;12100;;NON;www.millauculture.fr ou www.ot-millau.fr;11/11,01/12-01/04;
MIDI-PYRENEES;AVEYRON;RODEZ;Musee Fenaille;14, Place Eugene Raynaldy;12000;;NON;www.musee-fenaille.com ou www.grandrodez.com;;
MIDI-PYRENEES;AVEYRON;RODEZ;Musee des Beaux-Arts Denys Puech;Place Georges Clemenceau;12000;;NON;Site de la mairie;24/12,25/12;
MIDI-PYRENEES;AVEYRON;RODEZ Cedex;Musee Soulages;Communaute d'agglomeration du Grand Rodez 1, Place Adrien-Rozier - B.P. 531;12005;2018OUI;OUI;www.grand-rodez.com ou http://musee-soulages.grand-rodez.com/;11/11,01/12-01/04;
MIDI-PYRENEES;AVEYRON;ROQUEFORT-SUR-SOULZON;Musee Municipal d'archeologie;Rue Saint-Pierre;12250;;OUI;;01/11-01/04;
MIDI-PYRENEES;AVEYRON;SALLES-LA-SOURCE;Musee des Arts et Metiers;;12330;;NON;www.cg12.fr;;
MIDI-PYRENEES;AVEYRON;SALMIECH;Musee du Charroi Rural et de l'Artisanat Traditionnel;Ancienne Eglise Saint-Firmin;12120;;NON;www.aveyron-culture.com;24/12,25/12,11/11;
MIDI-PYRENEES;AVEYRON;VILLEFRANCHE-DE-ROUERGUE;Musee Municipal Urbain Cabrol;Place de la Fontaine;12200;;NON;www.villefranchederouergue.fr;11/11,01/12-01/04;
MIDI-PYRENEES;GERS;AUCH;Musee des Jacobins;4, Place Louis Blanc;32000;;NON;www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie;;
MIDI-PYRENEES;GERS;CONDOM;Musee de l'Armagnac;2, Rue Jules Ferry;32100;;NON;site du departement : www.gers-gascogne.com;;
MIDI-PYRENEES;GERS;EAUZE;Musee Archeologique;Place de la Republique;32180;;NON;site du departement : www.gers-gascogne.com ou site de la mairie;24/12,25/12,11/11;
MIDI-PYRENEES;GERS;L'ISLE JOURDAIN;Musee Campanaire;Place de l'HOtel de ville;32600;;NON;site du departement : www.gers-gascogne.com;;
MIDI-PYRENEES;GERS;LECTOURE;Musee d'Archeologie;Place du General de Gaulle HOtel de Ville;32700;;NON;site du departement : www.gers-gascogne.com;;
MIDI-PYRENEES;GERS;MARCIAC;Musee Joseph Abeilhe;Mairie de Marciac 19, Place de l'HOtel de Ville;32230;;NON;Site de la region : www.musees-midi-pyrenees.fr;;
MIDI-PYRENEES;GERS;MIRANDE;Musee des Beaux-Arts et des Arts Decoratifs;13, rue de l'Evêche;32300;;NON;site du departement : www.gers-gascogne.com;;
MIDI-PYRENEES;HAUTE-GARONNE;AURIGNAC;Musee de Prehistoire;;31420;2016OUI;OUI;www.aurignacien.com;24/12,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;BAGNERES-DE-LUCHON;Musee du Pays de Luchon;18, Allee d'Etigny;31110;;NON;www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr;;
MIDI-PYRENEES;HAUTE-GARONNE;MARTRES-TOLOSANE;Musee Municipal;Place Henri Dulion;31220;;NON;www.tourisme-martres-tolosane.fr;24/12,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;SAINT-BERTRAND-DE-COMMINGES;Musee Archeologique Departemental;Bâtiment de l'Ancienne Gendarmerie;31510;;OUI;http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental;01/11-01/04;
MIDI-PYRENEES;HAUTE-GARONNE;SAINT-GAUDENS;Musee Municipal d'Art et d'Histoire;6, place de Mas Saint Pierre;31800;;OUI;www.mairiestgaudens.fr;;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Musee Paul Dupuy;13, Rue de la Pleau;31000;;NON;;;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Musee Georges Labit;17, rue du Japon;31400;;NON;;24/12,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Musee du Vieux Toulouse;HOtel Dumay 7, Rue du May;31000;;NON;En projet;;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Musee des Transports et des Communications;93, avenue Jules Julien;31400;;OUI;http://asptuit.free.fr;11/11,01/12-01/04;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Museum d'Histoire Naturelle;35, allees Jules Guesde;31000;;NON;www.museum.toulouse.fr;01/01,01/04,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Musee Saint-Raymond;Place Saint Sernin;31000;;NON;www.SaintRaymond.toulouse.fr;24/12,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Musee des Augustins;21, rue de Metz;31000;;NON;www.augustins.org;01/01,01/04,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;TOULOUSE;Les Abattoirs, Musee d'Art Moderne et Contemporain;76, allees Charles-de-Fitte;31300;;NON;www.lesabattoirs.org;;
MIDI-PYRENEES;HAUTES-PYRENEES;BAGNERES-DE-BIGORRE;Musee Bigourdan du Vieux Moulin;Rue Hount-Blanque;65200;;OUI;;01/01,01/04,25/12;
MIDI-PYRENEES;HAUTES-PYRENEES;BAGNERES-DE-BIGORRE;Musee Salies;Place des Thermes;65200;;NON;;;
MIDI-PYRENEES;HAUTES-PYRENEES;BAGNERES-DE-BIGORRE;Museum d'Histoire Naturelle;7, Place des Thermes de Salut;65200;;NON;;01/11-01/04;
MIDI-PYRENEES;HAUTES-PYRENEES;LOURDES;Musee Pyreneen;Château fort;65100;;NON;www.chateaufort-lourdes.fr ou site de la ville - http://www.lourdes-visite.com/;11/11,01/12-01/04;
MIDI-PYRENEES;HAUTES-PYRENEES;LUZ-SAINT-SAUVEUR;Musee Municipal;Presbytere;65120;;NON;;;
MIDI-PYRENEES;HAUTES-PYRENEES;MAUVEZIN;Musee-château Gaston Phebus;Château-Fort de Mauvezin;65130;;NON;www.chateaudemauvezin.com;;
MIDI-PYRENEES;HAUTES-PYRENEES;TARBES;Musee Massey;Jardin Massey;65000;;NON;http://www.tarbes.fr/gp/Le-musee-Massey/107/0;;
MIDI-PYRENEES;LOT;CABRERETS;Musee de Prehistoire de Cabrerets;Centre de Prehistoire du Pech Merle Mairie;46330;;NON;www.pechmerle.com;;
MIDI-PYRENEES;LOT;CAHORS;Musee Henri Martin;792, Rue Emile Zola;46000;;NON;www.mairie-cahors.fr/musee;;
MIDI-PYRENEES;LOT;FIGEAC;Musee Champollion - Les Ecriture du Monde;4, Rue des Freres Champollion;46100;;NON;www.musee-champollion.fr et site de la ville;01/01,01/04,25/12;
MIDI-PYRENEES;LOT;FIGEAC Cedex;Musee d'Histoire de Figeac;HOtel de la Monnaie Place Vival - BP. 10060;46102;;NON;www.tourisme-figeac.com;;
MIDI-PYRENEES;LOT;LABASTIDE MURAT;Musee Murat;Place de Tolentino;46240;;NON;site de l'association des amis du musee;;
MIDI-PYRENEES;LOT;LUZECH;"Musee Archeologique ""Armand-Vire""";Rue de la Ville;46140;;NON;http://www.ville-luzech.fr/musee-archeologique-armand-vire-luzech;;
MIDI-PYRENEES;LOT;MARTEL;Musee Gallo-Romain d'Uxellodunum;Palais de la Raymondie Place des Consuls;46600;;NON;;;
MIDI-PYRENEES;LOT;ROCAMADOUR;Musee d'Art Sacre;Parvis des Sanctuaires;46500;;OUI;;;
MIDI-PYRENEES;LOT;SAULIAC-SUR-CELE;Musee Departemental de Cuzals;;46330;;NON;www.museeduquercy.com;01/01,01/04,25/12;
MIDI-PYRENEES;LOT;SOUILLAC;Musee de l'Automate;Place de l'Abbaye;46200;;NON;www.musee-automate.fr;;
MIDI-PYRENEES;LOT;VAYRAC;Musee Municipal;Mairie;46110;;NON;http://www.vayrac.fr/uxellodunum.php?lg=fr;;
MIDI-PYRENEES;TARN;ALBI Cedex;Musee Toulouse Lautrec;Palais de la Berbie B.P. 100;81003;;NON;www.musee-toulouse-lautrec.com;01/11-01/04;
MIDI-PYRENEES;TARN;ANDILLAC;Musee Eugenie et Maurice Guerin;Château de Cayla;81140;;NON;http://musee-cayla.tarn.fr ou www.litterature-lieux.com;24/12,25/12;
MIDI-PYRENEES;TARN;CASTRES;Musee Jean Jaures;2, Place Pelisson;81100;;NON;www.ville-castres.fr ou www.musees-midi-pyrenees.fr/musees/centre-national-et-musee-jean-jaures/;;
MIDI-PYRENEES;TARN;CASTRES Cedex;Musee Goya;HOtel de Ville B.P. 10406;81108;;NON;www.ville-castres.fr;01/01,01/04,25/12;
MIDI-PYRENEES;TARN;CORDES-SUR-CIEL;Musee Charles Portal - Histoire et Patrimoine;Porte des Ormeaux 1, Rue Saint-Michel;81170;;OUI;http://savieuxcordes.canalblog.com ou http://musee-charles-portal.asso-web.com;;
MIDI-PYRENEES;TARN;FERRIERES;Musee du protestantisme en Haut-Languedoc;"""La Ramade""";81260;;NON;www.mpehl.org et www.musees-midi-pyrenees.fr;;
MIDI-PYRENEES;TARN;GAILLAC;Musee des Beaux-Arts;Avenue Dom-Vayssette;81600;;NON;Site de la ville www.ville-gaillac.fr;;
MIDI-PYRENEES;TARN;GAILLAC;Musee de l'Abbaye Saint-Michel;Place Saint-Michel;81600;;NON;site de la ville;24/12,25/12,11/11;
MIDI-PYRENEES;TARN;GAILLAC;Museum d'histoire naturelle Philadelphe Thomas;Place Philadelphe Thomas;81600;;NON;Site de la ville :  www.ville-gaillac.fr;11/11,01/12-01/04;
MIDI-PYRENEES;TARN;LA-BASTIDE-ROUAIROUX;Musee Departemental du Textile;Rue de la Rive;81270;;NON;http://musee-textile.tarn.fr;;
MIDI-PYRENEES;TARN;LAVAUR Cedex;Musee du Pays Vaurais;1, rue Jouxaygues;81500;;OUI;www.musees-midi-pyrenees.fr/musees/musee-du-pays-vaurais;01/11-01/04;
MIDI-PYRENEES;TARN;LISLE-SUR-TARN;Musee Raymond Lafage;10, Rue Victor Mazies;81310;;NON;www.ville-lisle-sur-tarn.fr - http://musee.lislesurtarn.over-blog.fr/;24/12,25/12,11/11;
MIDI-PYRENEES;TARN;RABASTENS;Musee du Pays Rabastinois;Mairie de Rabastens 2, Rue Amedee Clausade;81800;;NON;Site de la region : www.musees-midi-pyrenees.fr/musees/musee-du-pays-rabastinois;11/11,01/12-01/04;
MIDI-PYRENEES;TARN-ET-GARONNE;AUVILLAR;Musee du Vieil Auvillar;Mairie Place de la Halle;82340;;NON;www.auvillar.com;11/11,01/12-01/04;
MIDI-PYRENEES;TARN-ET-GARONNE;GRISOLLES;Musee Theodore Calbet;15, Rue Jean de Comere;82170;;NON;www.museecalbet.com;;
MIDI-PYRENEES;TARN-ET-GARONNE;MOISSAC;Musee des arts et traditions populaires;4, Rue de l'Abbaye;82200;;NON;;;
MIDI-PYRENEES;TARN-ET-GARONNE;MONTAUBAN;Musee d'Histoire Naturelle Victor Brun;2, Place Antoine Bourdelle;82000;;NON;http://www.montauban.com/;;
MIDI-PYRENEES;TARN-ET-GARONNE;MONTAUBAN Cedex;Musee Ingres;BP 752;82013;;NON;www.montauban.com;;
MIDI-PYRENEES;TARN-ET-GARONNE;SAINT-ANTONIN-NOBLE-VAL;Musee de Prehistoire;HOtel de Ville Place de la Mairie;82140;;NON;Site de la ville : www.saint-antonin-noble-val.com;;
NORD-PAS-DE-CALAIS;NORD;ANZIN;Musee Theophile Jouglet;215, Avenue Anatole-France;59410;;OUI;site de la ville ou www.mediatheque-anzin.fr;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;AVESNES-SUR-HELPE;Musee d'Histoire et d'Archeologie;BP 90;59440;;OUI;http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee;;
NORD-PAS-DE-CALAIS;NORD;BAILLEUL;Musee BenoIt de Puydt;24, Rue du Musee;59270;;NON;;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;NORD;BAVAY;Forum Antique de Bavay, Musee Archeologique du Departement du Nord;Allee Chanoine Henri Bievelet;59570;;NON;Site du conseil general : www.cg59.fr;;
NORD-PAS-DE-CALAIS;NORD;BERGUES;Musee du Mont-de-Piete;1, Rue du Mont-de-Piete;59380;;NON;www.musee-bergues.fr;01/11-01/04;
NORD-PAS-DE-CALAIS;NORD;BOUCHAIN;Musee de l'Ostrevant;192, rue Edouard Lalo;59111;;NON;http://museedostrevant.canalblog.com/;;
NORD-PAS-DE-CALAIS;NORD;CAMBRAI;Musee Municipal de Cambrai;15, Rue de l'Epee;59400;;NON;www.villedecambrai.com/culture/musee.html;;
NORD-PAS-DE-CALAIS;NORD;CAMBRAI Cedex;Musee Diocesain d'Art Sacre;Service de la conservation du patrimoine culturel 11, Rue du Grand Seminaire - B.P. 149;59403;;OUI;www.liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html ou http://archives.cathocambrai.com/;;
NORD-PAS-DE-CALAIS;NORD;CASSEL;Musee Departemental de Flandre;26 Grand Place  B.P. 38;59670;;NON;http://museedeflandre.lenord.fr/fr/Accueil.aspx;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;DENAIN;Musee d'Archeologie et d'Histoire Locale;9, Place Wilson;59220;;NON;Site de la ville - www.ville-denain.fr;;
NORD-PAS-DE-CALAIS;NORD;DOUAI;Musee de la Chartreuse;130, Rue des Chartreux;59500;;NON;www.museedelachartreuse.fr/;;
NORD-PAS-DE-CALAIS;NORD;DUNKERQUE;Musee Portuaire;EntrepOt des Tabacs 9, Quai de la Citadelle;59140;;NON;www.museeportuaire.fr;;
NORD-PAS-DE-CALAIS;NORD;DUNKERQUE;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;Jardin des Sculptures Avenue de Bains;59140;;NON;http://www.museesdunkerque.wb.st;;
NORD-PAS-DE-CALAIS;NORD;DUNKERQUE CEDEX;Musee des Beaux-Arts;Place du General de Gaulle B.P. 4212;59378;;NON;http://www.musenor.com/gm/dunker1.htm;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;ESCAUDAIN;Musee Municipal d'Escaudain;Rue Paul Bert;59124;;NON;http//clec.free.fr;24/12,25/12,11/11;
NORD-PAS-DE-CALAIS;NORD;FOURMIES CEDEX;Ecomusee de la Region;Place Maria Blondeau B.P. 65;59612;;NON;www.ecomusee-avesnois.fr;;
NORD-PAS-DE-CALAIS;NORD;GRAVELINES;Musee du Dessin et de l'Estampe Originale;Château Arsenal Place Charles Valentin;59820;;NON;www.ville-gravelines.fr;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;HAZEBROUCK;Musee Municipal;Ancien Couvent des Augustins Place Georges Degroote;59190;;NON;site de la ville;;
NORD-PAS-DE-CALAIS;NORD;LE CATEAU-CAMBRESIS;Musee Departemental Matisse;Palais Fenelon;59360;;NON;www.cg59.fr ou www.tourisme-lecateau.fr/museematisse;;
NORD-PAS-DE-CALAIS;NORD;LEWARDE;Musee de la Mine - Centre Historique Minier;Fosse Delloye B.P. 39;59287;;NON;www.chm-lewarde.com;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;NORD;LILLE;Musee de l'Hospice Comtesse;32, Rue de la Monnaie;59800;;NON;www.mairie-lille.fr;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;LILLE;Musee d'Histoire Naturelle et de Geologie;19, rue de Bruxelles;59000;;NON;www.mairie-lille.fr;24/12,25/12;
NORD-PAS-DE-CALAIS;NORD;LILLE;Palais des Beaux-Arts de Lille;18, bis rue de Valmy;59000;;NON;www.pba-lille.fr ou site de la mairie http://www.mairie-lille.fr;;
NORD-PAS-DE-CALAIS;NORD;MARCHIENNES;Musee d'Histoire Locale de Marchiennes;Rue Corbineau;59870;;NON;www.ot-marchiennes.fr;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;MAUBEUGE Cedex;Musee Henri Boez;HOtel de ville BP 269;59607;;OUI;www.musenor.com;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;NORD;ROUBAIX;La Piscine - Musee d'Art et d'Industrie Andre Diligent;24, rue des Champs;59100;;NON;www.roubaix-lapiscine.com;;
NORD-PAS-DE-CALAIS;NORD;SAINT-AMAND-LES-EAUX;Musee Municipal;Tour Abbatiale Grand- Place;59230;;NON;Site de la ville;24/12,25/12,11/11;
NORD-PAS-DE-CALAIS;NORD;SARS-POTERIES;Musee-Atelier du Verre;1, Rue du general de Gaulle B.P. 2;59216;;NON;site du departement - www.nordmag.com;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;TOURCOING;MUba Eugene Leroy/Tourcoing;2, Rue Paul Doumer;59200;;NON;www.muba-tourcoing.fr/;01/11-01/04;
NORD-PAS-DE-CALAIS;NORD;VALENCIENNES;Musee des Beaux-Arts;Boulevard Watteau;59300;;NON;www.valenciennes.fr(culture/musee);24/12,25/12;
NORD-PAS-DE-CALAIS;NORD;VILLENEUVE-D'ASCQ;LAM - Lille Metropole Musee d'Art Moderne d'Art Contemporain et d'Art Brut;1, Allee du Musee;59650;;NON;www.musee-lam.fr;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;ARRAS;Musee des Beaux-Arts;Ancienne Abbaye Saint-Vaast 22, Rue Paul Doumer;62000;;NON;www.musenor.org ou www.arras.fr/culture/musee-des-beaux-arts.html;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;BERCK-SUR-MER;Musee Communautaire Opale-Sud;60, Rue de l'Imperatrice;62600;;NON;www.opale-sud.com;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;BETHUNE;Musee Regional d'Ethnologie;211, avenue Kennedy;62400;;OUI;Site de la ville;24/12,25/12,11/11;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;BOULOGNE-SUR-MER;Museum d'Histoire Naturelle;115, Boulevard Eurvin;62317;;OUI;;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;BOULOGNE-SUR-MER;Château-Musee de Boulogne-Sur-Mer;Rue de Bernet;62200;;NON;www.ville-boulogne-sur-mer.fr/château-musee ou  musenor;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;CALAIS;Musee des Beaux-Arts et de la Dentelle;25, rue Richelieu;62100;;NON;www.musee.calais.fr;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;DESVRES;Musee de la Ceramique;Rue Jean Mace B.P. 107;62240;;NON;www.desvresmuseum.org;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;ETAPLES-SUR-MER;Musee Quentovic;8, Place du General de Gaulle;62630;;NON;www.musee-quentovic.fr/;24/12,25/12;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;HARNES;Musee d'Histoire et d'Archeologie;50, rue Andre Deprez;62440;;NON;Site de la ville : www.ville-harnes.fr/Patrimoine;01/11-01/04;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;LE TOUQUET-PARIS-PLAGE;Musee Municipal;Avenue du Golf;62520;;NON;www.letouquet.com ou http://www.letouquet-musee.com/;01/11-01/04;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;LENS;Louvre-Lens;Rue Paul Bert B.P. 11;62301;;NON;;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;MONTREUIL-SUR-MER;Musee d'Art et d'Histoire Roger Rodiere;HOtel Saint-Walloy;62170;;NON;www.2p2m.org;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;SAINT-OMER;Musee de l'HOtel Sandelin;14, Rue Carnot;62500;;NON;www.musees-ville-saint-omer.com;01/11-01/04;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;SAINT-OMER;Musee Henri Dupuis;9, Rue Henri Dupuis;62500;;OUI;m3.dnsalias.com/sandelin - http://www.musenor.com/Les-Musees/Saint-Omer-Musee-Henri-Dupuis;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;SAINT-POL-SUR-TERNOISE Cedex;Musee Municipal Bruno Danvin;HOtel de Ville B.P. 40109;62166;;NON;Site de la ville www.ville-saintpolsurternoise.fr/;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;SAMER;Musee Jean-Charles Cazin;84, Grand' Place Foch;62830;;NON;site de la ville - www.villesamer.fr;;
NORMANDIE (BASSE);CALVADOS;ARROMANCHES;Musee du Debarquement;Place du 6 Juin;14117;;NON;www.musee-arromanches.fr;01/11-01/04;
NORMANDIE (BASSE);CALVADOS;BAYEUX;Musee Baron Gerard;HOtel du Doyen, rue Lambert Leforestier  BP 21215;14400;;NON;Site de la mairie - www.mairie-bayeux.fr;;
NORMANDIE (BASSE);CALVADOS;BEAUMONT-EN-AUGE;Musee Langlois;Mairie 13, rue du Paradis;14950;;OUI;;11/11,01/12-01/04;
NORMANDIE (BASSE);CALVADOS;CAEN;Musee de la Societe des Antiquaires;;14000;;OUI;;01/01,01/04,25/12;
NORMANDIE (BASSE);CALVADOS;CAEN;Musee de Normandie;Le Château;14000;;NON;www.musee-de-normandie.eu;;
NORMANDIE (BASSE);CALVADOS;CAEN;Musee des Beaux-Arts;Le Château;14000;;NON;www.mba.caen.fr;;
NORMANDIE (BASSE);CALVADOS;CAEN;Musee de la Poste et des Techniques de communication;52, Rue Saint-Pierre;14000;;OUI;www.caen.fr/museedelaposte/;01/01,01/04,25/12;
NORMANDIE (BASSE);CALVADOS;CAEN Cedex;Memorial de Caen;Esplanade Dwight Eisenhower B.P. 6261;14066;;NON;www.memorial.caen.fr;01/01,01/04,25/12;
NORMANDIE (BASSE);CALVADOS;CAEN Cedex;Musee d'Initiation a la Nature;Enceinte de l'HOtel de ville;14027;;NON;http://cpievdo.fr/cpie-presentation-environnement/musee-d-initiation-a-la-nature - site de la region;24/12,25/12,11/11;
NORMANDIE (BASSE);CALVADOS;HONFLEUR;Musee d'Ethnographie et d'Arts Populaires et Musee de la Marine;Musee du Vieux Honfleur B.P. 60082;14603;;NON;Site de la ville;01/01,01/04,25/12;
NORMANDIE (BASSE);CALVADOS;HONFLEUR cedex;Musee Eugene Boudin;Place Erik-Satie B.P. 80049;14602;;NON;www.musees-honfleur.fr - www.ville-honfleur.fr;;
NORMANDIE (BASSE);CALVADOS;LE MOLAY-LITTRY;Musee de la Meunerie - Moulin de Marcy;Moulin de Marcy;14330;;NON;www.ville-molay-littry.fr;;
NORMANDIE (BASSE);CALVADOS;LE MOLAY-LITTRY;Musee de la Mine;Rue de la Fosse Frandemiche;14330;;NON;www.ville-molay-littry.fr;;
NORMANDIE (BASSE);CALVADOS;LISIEUX Cedex;Musee d'Art et d'Histoire de Lisieux;38, Boulevard Pasteur B.P. 26020;14106;2017OUI;OUI;www.lintercom.fr;;
NORMANDIE (BASSE);CALVADOS;LISIEUX Cedex;Château de Saint-Germain de Livet;POle Museal Lisieux Pays d'Auge 38, Boulevard Louis Pasteur - B.P. 26020;14106;;NON;www.lintercom.fr;24/12,25/12,11/11;
NORMANDIE (BASSE);CALVADOS;ORBEC;Musee Municipal;107, rue Grande;14290;;NON;site de la mairie - http://www.mairie-orbec.fr;24/12,25/12;
NORMANDIE (BASSE);CALVADOS;PONTECOULANT;Musee du Château;Château de Pontecoulant;14110;;NON;site du conseil general - www.cg14.fr;;
NORMANDIE (BASSE);CALVADOS;SAINT-PIERRE-SUR-DIVES;Musee des Techniques Fromageres;Rue Saint BenoIt;14170;;NON;;24/12,25/12,11/11;
